image_file,label,score,x_min,y_min,x_max,y_max,bbox_id,detection_id,bbox_list
Sothebys_2020-05-08_166_01.jpg,object,0.705,199.38,215.16,690.25,640.82,1,Sothebys_2020-05-08_166_01_01,"[199.38, 215.16, 690.25, 640.82]"
Sothebys_2020-05-08_166_01.jpg,object,0.692,794.37,230.5,1310.59,601.95,2,Sothebys_2020-05-08_166_01_02,"[794.37, 230.5, 1310.59, 601.95]"
Sothebys_2020-05-08_166_01.jpg,object,0.6,1405.73,183.29,1901.15,679.5,3,Sothebys_2020-05-08_166_01_03,"[1405.73, 183.29, 1901.15, 679.5]"
GazetteDrouot_19202409_02.jpg,object,0.893,236.83,186.09,566.08,881.89,1,GazetteDrouot_19202409_02_01,"[236.83, 186.09, 566.08, 881.89]"
GazetteDrouot_3549693_01.jpg,object,0.853,21.19,21.0,510.03,589.26,1,GazetteDrouot_3549693_01_01,"[21.19, 21.0, 510.03, 589.26]"
GazetteDrouot_29624253_01.jpg,object,0.78,1003.84,189.66,1662.95,921.11,1,GazetteDrouot_29624253_01_01,"[1003.84, 189.66, 1662.95, 921.11]"
GazetteDrouot_29624253_01.jpg,object,0.78,252.9,202.59,908.73,919.83,2,GazetteDrouot_29624253_01_02,"[252.9, 202.59, 908.73, 919.83]"
GazetteDrouot_16287815_02.jpg,object,0.876,578.99,67.19,1364.09,1181.73,1,GazetteDrouot_16287815_02_01,"[578.99, 67.19, 1364.09, 1181.73]"
GazetteDrouot_18040375_05.jpg,object,0.858,304.7,279.38,1686.19,1916.24,1,GazetteDrouot_18040375_05_01,"[304.7, 279.38, 1686.19, 1916.24]"
Christies_2020-10-06_258_01.jpg,object,0.9,444.67,826.01,877.79,1598.96,1,Christies_2020-10-06_258_01_01,"[444.67, 826.01, 877.79, 1598.96]"
GazetteDrouot_22542381_03.jpg,object,0.717,179.19,74.71,1804.06,1598.91,1,GazetteDrouot_22542381_03_01,"[179.19, 74.71, 1804.06, 1598.91]"
GazetteDrouot_27892177_01.jpg,object,0.85,88.33,151.52,645.0,703.69,1,GazetteDrouot_27892177_01_01,"[88.33, 151.52, 645.0, 703.69]"
Sothebys_2007-10-24_316_01.jpg,object,0.908,964.1,188.95,1929.86,2582.96,1,Sothebys_2007-10-24_316_01_01,"[964.1, 188.95, 1929.86, 2582.96]"
GazetteDrouot_16287819_03.jpg,object,0.873,574.34,56.92,1304.38,1276.88,1,GazetteDrouot_16287819_03_01,"[574.34, 56.92, 1304.38, 1276.88]"
Christies_2000-10-12_376_01.jpg,object,0.646,334.92,31.59,423.5,225.77,1,Christies_2000-10-12_376_01_01,"[334.92, 31.59, 423.5, 225.77]"
Christies_2000-10-12_376_01.jpg,object,0.623,283.2,191.3,339.53,342.74,2,Christies_2000-10-12_376_01_02,"[283.2, 191.3, 339.53, 342.74]"
Christies_2000-10-12_376_01.jpg,object,0.63,43.23,187.47,129.49,347.08,3,Christies_2000-10-12_376_01_03,"[43.23, 187.47, 129.49, 347.08]"
Christies_2000-10-12_376_01.jpg,object,0.587,101.9,88.18,188.79,228.35,4,Christies_2000-10-12_376_01_04,"[101.9, 88.18, 188.79, 228.35]"
Christies_2000-10-12_376_01.jpg,object,0.598,217.4,79.03,323.98,225.31,5,Christies_2000-10-12_376_01_05,"[217.4, 79.03, 323.98, 225.31]"
Christies_2000-10-12_376_01.jpg,object,0.561,393.13,247.15,482.92,345.2,6,Christies_2000-10-12_376_01_06,"[393.13, 247.15, 482.92, 345.2]"
Christies_2000-10-12_376_01.jpg,object,0.602,157.86,223.74,246.42,344.68,7,Christies_2000-10-12_376_01_07,"[157.86, 223.74, 246.42, 344.68]"
GazetteDrouot_14318112_04.jpg,object,0.843,182.68,122.09,1173.13,1838.43,1,GazetteDrouot_14318112_04_01,"[182.68, 122.09, 1173.13, 1838.43]"
Sothebys_2024-04-24_209_03.jpg,object,0.817,670.5,698.08,3403.47,3408.14,1,Sothebys_2024-04-24_209_03_01,"[670.5, 698.08, 3403.47, 3408.14]"
GazetteDrouot_20392992_01.jpg,object,0.524,104.77,50.67,1871.94,1820.98,1,GazetteDrouot_20392992_01_01,"[104.77, 50.67, 1871.94, 1820.98]"
GazetteDrouot_20392992_01.jpg,object,0.414,349.7,292.48,1637.89,1587.69,2,GazetteDrouot_20392992_01_02,"[349.7, 292.48, 1637.89, 1587.69]"
GazetteDrouot_17928175_04.jpg,object,0.788,187.07,40.1,722.92,571.25,1,GazetteDrouot_17928175_04_01,"[187.07, 40.1, 722.92, 571.25]"
GazetteDrouot_17928175_04.jpg,object,0.482,0.43,73.55,139.11,538.27,2,GazetteDrouot_17928175_04_02,"[0.43, 73.55, 139.11, 538.27]"
GazetteDrouot_19673705_01.jpg,object,0.879,417.65,110.38,1326.92,1008.79,1,GazetteDrouot_19673705_01_01,"[417.65, 110.38, 1326.92, 1008.79]"
Christies_2023-10-31_67_03.jpg,object,0.704,387.26,433.1,2743.26,2631.54,1,Christies_2023-10-31_67_03_01,"[387.26, 433.1, 2743.26, 2631.54]"
GazetteDrouot_23023752_01.jpg,object,0.645,276.66,280.72,1625.89,1586.77,1,GazetteDrouot_23023752_01_01,"[276.66, 280.72, 1625.89, 1586.77]"
GazetteDrouot_19827384_01.jpg,object,0.828,56.05,65.69,952.5,805.99,1,GazetteDrouot_19827384_01_01,"[56.05, 65.69, 952.5, 805.99]"
GazetteDrouot_19673707_02.jpg,object,0.435,2.58,2.03,718.17,1076.5,1,GazetteDrouot_19673707_02_01,"[2.58, 2.03, 718.17, 1076.5]"
GazetteDrouot_21232923_06.jpg,object,0.734,34.32,688.17,1639.38,1592.86,1,GazetteDrouot_21232923_06_01,"[34.32, 688.17, 1639.38, 1592.86]"
GazetteDrouot_21232923_06.jpg,object,0.674,152.99,27.36,1417.79,677.92,2,GazetteDrouot_21232923_06_02,"[152.99, 27.36, 1417.79, 677.92]"
GazetteDrouot_25928355_01.jpg,object,0.879,54.79,173.49,1644.33,1045.69,1,GazetteDrouot_25928355_01_01,"[54.79, 173.49, 1644.33, 1045.69]"
GazetteDrouot_21232924_08.jpg,object,0.813,41.92,38.37,1186.09,1677.06,1,GazetteDrouot_21232924_08_01,"[41.92, 38.37, 1186.09, 1677.06]"
Sothebys_2020-10-27_508_01.jpg,object,0.868,149.69,146.57,1900.35,3026.39,1,Sothebys_2020-10-27_508_01_01,"[149.69, 146.57, 1900.35, 3026.39]"
GazetteDrouot_21232923_02.jpg,object,0.541,30.8,33.36,1673.92,1123.46,1,GazetteDrouot_21232923_02_01,"[30.8, 33.36, 1673.92, 1123.46]"
GazetteDrouot_6297489_01.jpg,object,0.749,55.88,215.11,290.33,547.19,1,GazetteDrouot_6297489_01_01,"[55.88, 215.11, 290.33, 547.19]"
GazetteDrouot_6297489_01.jpg,object,0.744,610.52,114.11,830.31,549.01,2,GazetteDrouot_6297489_01_02,"[610.52, 114.11, 830.31, 549.01]"
GazetteDrouot_6297489_01.jpg,object,0.747,327.33,108.65,577.4,551.11,3,GazetteDrouot_6297489_01_03,"[327.33, 108.65, 577.4, 551.11]"
Sothebys_2024-04-24_209_01.jpg,object,0.868,810.19,1745.62,3323.83,3511.25,1,Sothebys_2024-04-24_209_01_01,"[810.19, 1745.62, 3323.83, 3511.25]"
GazetteDrouot_20773183_01.jpg,object,0.854,477.63,128.67,1512.38,1152.49,1,GazetteDrouot_20773183_01_01,"[477.63, 128.67, 1512.38, 1152.49]"
GazetteDrouot_19701727_01.jpg,object,0.865,77.14,405.28,1196.99,1465.51,1,GazetteDrouot_19701727_01_01,"[77.14, 405.28, 1196.99, 1465.51]"
GazetteDrouot_15261655_01.jpg,object,0.725,309.46,64.17,570.38,325.74,1,GazetteDrouot_15261655_01_01,"[309.46, 64.17, 570.38, 325.74]"
GazetteDrouot_15261655_01.jpg,object,0.73,27.53,63.34,290.35,326.64,2,GazetteDrouot_15261655_01_02,"[27.53, 63.34, 290.35, 326.64]"
GazetteDrouot_15085424_01.jpg,object,0.838,192.51,254.65,1657.99,1703.13,1,GazetteDrouot_15085424_01_01,"[192.51, 254.65, 1657.99, 1703.13]"
Bonhams_2006-10-05_2164_01.jpg,object,0.888,513.03,127.95,1973.72,2367.59,1,Bonhams_2006-10-05_2164_01_01,"[513.03, 127.95, 1973.72, 2367.59]"
GazetteDrouot_17550277_12.jpg,object,0.883,243.12,121.0,688.78,949.95,1,GazetteDrouot_17550277_12_01,"[243.12, 121.0, 688.78, 949.95]"
GazetteDrouot_17550277_03.jpg,object,0.878,32.12,140.49,869.26,947.77,1,GazetteDrouot_17550277_03_01,"[32.12, 140.49, 869.26, 947.77]"
Christies_2022-05-25_61_01.jpg,object,0.898,952.22,135.77,2254.87,2915.35,1,Christies_2022-05-25_61_01_01,"[952.22, 135.77, 2254.87, 2915.35]"
GazetteDrouot_25144170_02.jpg,object,0.668,105.88,114.43,706.98,1023.14,1,GazetteDrouot_25144170_02_01,"[105.88, 114.43, 706.98, 1023.14]"
GazetteDrouot_25144170_02.jpg,object,0.504,639.02,923.49,738.99,1026.88,2,GazetteDrouot_25144170_02_02,"[639.02, 923.49, 738.99, 1026.88]"
GazetteDrouot_11874361_02.jpg,object,0.871,99.92,100.71,354.72,527.09,1,GazetteDrouot_11874361_02_01,"[99.92, 100.71, 354.72, 527.09]"
Sothebys_2019-02-05_126_01.jpg,object,0.783,113.97,194.73,2709.79,3304.6,1,Sothebys_2019-02-05_126_01_01,"[113.97, 194.73, 2709.79, 3304.6]"
Sothebys_2025-04-30_684_03.jpg,object,0.786,2145.76,925.06,3235.05,3215.02,1,Sothebys_2025-04-30_684_03_01,"[2145.76, 925.06, 3235.05, 3215.02]"
Sothebys_2025-04-30_684_03.jpg,object,0.798,893.09,930.84,2006.51,3217.49,2,Sothebys_2025-04-30_684_03_02,"[893.09, 930.84, 2006.51, 3217.49]"
Christies_2022-05-25_61_02.jpg,object,0.897,949.43,158.88,2240.58,2909.57,1,Christies_2022-05-25_61_02_01,"[949.43, 158.88, 2240.58, 2909.57]"
GazetteDrouot_27453062_01.jpg,object,0.756,389.66,68.22,717.0,697.04,1,GazetteDrouot_27453062_01_01,"[389.66, 68.22, 717.0, 697.04]"
GazetteDrouot_27453062_01.jpg,object,0.758,50.61,60.9,381.91,704.5,2,GazetteDrouot_27453062_01_02,"[50.61, 60.9, 381.91, 704.5]"
Christies_2023-06-14_2_01.jpg,object,0.838,190.72,235.75,2241.72,2285.19,1,Christies_2023-06-14_2_01_01,"[190.72, 235.75, 2241.72, 2285.19]"
Sothebys_2020-10-27_516_03.jpg,object,0.836,482.94,756.09,1676.14,1957.03,1,Sothebys_2020-10-27_516_03_01,"[482.94, 756.09, 1676.14, 1957.03]"
GazetteDrouot_24905457_02.jpg,object,0.849,649.85,106.61,1339.13,1133.63,1,GazetteDrouot_24905457_02_01,"[649.85, 106.61, 1339.13, 1133.63]"
Sothebys_2020-10-27_516_02.jpg,object,0.879,543.25,1022.53,1573.23,2357.23,1,Sothebys_2020-10-27_516_02_01,"[543.25, 1022.53, 1573.23, 2357.23]"
GazetteDrouot_18040375_01.jpg,object,0.891,512.36,128.57,1426.22,1727.8,1,GazetteDrouot_18040375_01_01,"[512.36, 128.57, 1426.22, 1727.8]"
GazetteDrouot_17411569_02.jpg,object,0.776,149.34,289.04,1168.04,1850.42,1,GazetteDrouot_17411569_02_01,"[149.34, 289.04, 1168.04, 1850.42]"
Sothebys_2008-04-02_150_01.jpg,object,0.777,958.02,29.19,1948.69,2848.58,1,Sothebys_2008-04-02_150_01_01,"[958.02, 29.19, 1948.69, 2848.58]"
GazetteDrouot_9027890_01.jpg,object,0.892,109.51,58.29,287.78,457.27,1,GazetteDrouot_9027890_01_01,"[109.51, 58.29, 287.78, 457.27]"
GazetteDrouot_15841472_02.jpg,object,0.764,131.24,161.33,1279.89,1750.61,1,GazetteDrouot_15841472_02_01,"[131.24, 161.33, 1279.89, 1750.61]"
GazetteDrouot_27304147_03.jpg,object,0.575,330.49,336.97,660.61,656.18,1,GazetteDrouot_27304147_03_01,"[330.49, 336.97, 660.61, 656.18]"
GazetteDrouot_27304147_03.jpg,object,0.635,98.67,227.88,380.36,622.92,2,GazetteDrouot_27304147_03_02,"[98.67, 227.88, 380.36, 622.92]"
GazetteDrouot_19297395_01.jpg,object,0.74,467.29,104.75,1445.42,1087.31,1,GazetteDrouot_19297395_01_01,"[467.29, 104.75, 1445.42, 1087.31]"
GazetteDrouot_7022232_02.jpg,object,0.846,75.51,31.65,309.44,565.94,1,GazetteDrouot_7022232_02_01,"[75.51, 31.65, 309.44, 565.94]"
GazetteDrouot_7185184_01.jpg,object,0.869,105.12,111.55,377.63,562.36,1,GazetteDrouot_7185184_01_01,"[105.12, 111.55, 377.63, 562.36]"
GazetteDrouot_4970910_01.jpg,object,0.823,27.03,65.9,525.38,564.41,1,GazetteDrouot_4970910_01_01,"[27.03, 65.9, 525.38, 564.41]"
Sothebys_2020-10-27_516_01.jpg,object,0.793,143.94,138.26,1912.92,2632.83,1,Sothebys_2020-10-27_516_01_01,"[143.94, 138.26, 1912.92, 2632.83]"
Christies_2015-11-19_102_01.jpg,object,0.868,588.6,157.64,1801.56,3052.58,1,Christies_2015-11-19_102_01_01,"[588.6, 157.64, 1801.56, 3052.58]"
Sothebys_2023-10-25_155_03.jpg,object,0.883,599.56,345.01,1459.51,1766.19,1,Sothebys_2023-10-25_155_03_01,"[599.56, 345.01, 1459.51, 1766.19]"
Bonhams_2020-11-18_76_01.jpg,object,0.88,582.89,603.75,3168.12,2530.86,1,Bonhams_2020-11-18_76_01_01,"[582.89, 603.75, 3168.12, 2530.86]"
Christies_2008-11-05_113_01.jpg,object,0.851,28.7,99.8,610.46,856.02,1,Christies_2008-11-05_113_01_01,"[28.7, 99.8, 610.46, 856.02]"
GazetteDrouot_1217521_01.jpg,object,0.86,19.41,21.04,304.95,590.77,1,GazetteDrouot_1217521_01_01,"[19.41, 21.04, 304.95, 590.77]"
GazetteDrouot_7018628_01.jpg,object,0.826,30.46,79.68,343.36,597.63,1,GazetteDrouot_7018628_01_01,"[30.46, 79.68, 343.36, 597.63]"
GazetteDrouot_21232928_08.jpg,object,0.875,22.77,25.83,1367.14,1023.96,1,GazetteDrouot_21232928_08_01,"[22.77, 25.83, 1367.14, 1023.96]"
GazetteDrouot_8700548_01.jpg,object,0.835,26.83,52.69,542.05,569.31,1,GazetteDrouot_8700548_01_01,"[26.83, 52.69, 542.05, 569.31]"
GazetteDrouot_21172465_01.jpg,object,0.884,171.9,126.61,803.09,938.26,1,GazetteDrouot_21172465_01_01,"[171.9, 126.61, 803.09, 938.26]"
GazetteDrouot_27660671_01.jpg,object,0.846,286.22,124.19,993.37,1541.53,1,GazetteDrouot_27660671_01_01,"[286.22, 124.19, 993.37, 1541.53]"
GazetteDrouot_29526348_03.jpg,object,0.887,745.46,55.26,1175.78,1221.83,1,GazetteDrouot_29526348_03_01,"[745.46, 55.26, 1175.78, 1221.83]"
GazetteDrouot_19571572_01.jpg,object,0.874,42.53,518.81,1223.16,1553.68,1,GazetteDrouot_19571572_01_01,"[42.53, 518.81, 1223.16, 1553.68]"
GazetteDrouot_6546902_01.jpg,object,0.873,105.93,84.52,511.9,555.69,1,GazetteDrouot_6546902_01_01,"[105.93, 84.52, 511.9, 555.69]"
GazetteDrouot_20335226_01.jpg,object,0.823,138.11,113.56,1713.94,1910.94,1,GazetteDrouot_20335226_01_01,"[138.11, 113.56, 1713.94, 1910.94]"
GazetteDrouot_14843975_07.jpg,object,0.401,1.89,0.61,897.59,673.31,1,GazetteDrouot_14843975_07_01,"[1.89, 0.61, 897.59, 673.31]"
GazetteDrouot_16287819_02.jpg,object,0.909,666.95,49.9,1219.48,1206.48,1,GazetteDrouot_16287819_02_01,"[666.95, 49.9, 1219.48, 1206.48]"
GazetteDrouot_7589579_01.jpg,object,0.853,32.38,27.76,476.95,469.68,1,GazetteDrouot_7589579_01_01,"[32.38, 27.76, 476.95, 469.68]"
GazetteDrouot_14297883_02.jpg,object,0.429,143.78,221.21,1153.36,1074.38,1,GazetteDrouot_14297883_02_01,"[143.78, 221.21, 1153.36, 1074.38]"
GazetteDrouot_14297883_02.jpg,object,0.42,144.32,221.2,1153.28,938.86,2,GazetteDrouot_14297883_02_02,"[144.32, 221.2, 1153.28, 938.86]"
GazetteDrouot_29707015_01.jpg,object,0.804,103.27,118.7,1398.21,1418.26,1,GazetteDrouot_29707015_01_01,"[103.27, 118.7, 1398.21, 1418.26]"
Bonhams_2008-04-10_62_02.jpg,object,0.895,417.53,630.85,1703.9,2294.69,1,Bonhams_2008-04-10_62_02_01,"[417.53, 630.85, 1703.9, 2294.69]"
GazetteDrouot_20473308_03.jpg,object,0.779,3.6,1.17,1915.52,1200.8,1,GazetteDrouot_20473308_03_01,"[3.6, 1.17, 1915.52, 1200.8]"
GazetteDrouot_16287815_01.jpg,object,0.875,534.63,74.7,1351.94,1190.08,1,GazetteDrouot_16287815_01_01,"[534.63, 74.7, 1351.94, 1190.08]"
Bonhams_2023-12-13_11_01.jpg,object,0.741,1.94,2.14,2296.84,2874.42,1,Bonhams_2023-12-13_11_01_01,"[1.94, 2.14, 2296.84, 2874.42]"
GazetteDrouot_19571572_02.jpg,object,0.876,323.21,52.2,1626.75,1122.91,1,GazetteDrouot_19571572_02_01,"[323.21, 52.2, 1626.75, 1122.91]"
GazetteDrouot_16286220_08.jpg,object,0.871,611.79,127.01,1310.12,1174.66,1,GazetteDrouot_16286220_08_01,"[611.79, 127.01, 1310.12, 1174.66]"
GazetteDrouot_25761207_01.jpg,object,0.719,351.88,100.44,1532.52,1206.43,1,GazetteDrouot_25761207_01_01,"[351.88, 100.44, 1532.52, 1206.43]"
GazetteDrouot_15253844_01.jpg,object,0.687,523.71,159.69,917.37,550.0,1,GazetteDrouot_15253844_01_01,"[523.71, 159.69, 917.37, 550.0]"
