image_file,label,score,x_min,y_min,x_max,y_max
Maciet_142-2_040.jpg,illustration,0.517,2792.15,1837.07,3617.54,2657.98
Maciet_142-2_041.jpg,illustration,0.648,830.31,1990.18,2419.66,3593.94
Maciet_142-2_041.jpg,illustration,0.606,780.46,3771.56,2095.61,5072.32
Maciet_142-2_041.jpg,illustration,0.521,2535.0,3266.42,3421.39,4186.24
Maciet_142-2_041.jpg,illustration,0.522,1875.88,484.43,2754.45,1387.3
Maciet_142-2_041.jpg,illustration,0.499,2817.13,534.23,3709.59,1446.04
Maciet_142-2_041.jpg,illustration,0.505,810.46,363.44,1825.93,1402.57
Maciet_142-2_041.jpg,illustration,0.6,2580.09,1952.61,3723.05,3095.06
Maciet_142-2_042.jpg,illustration,0.648,2382.53,862.97,3748.52,2268.09
Maciet_142-2_042.jpg,illustration,0.643,904.07,3175.3,2398.64,4657.71
Maciet_142-2_042.jpg,illustration,0.637,954.04,885.8,2281.5,2248.44
Maciet_142-2_042.jpg,illustration,0.62,2439.57,3270.99,3780.29,4590.09
Maciet_142-2_043.jpg,illustration,0.621,2421.97,430.15,3969.01,2040.71
Maciet_142-2_043.jpg,illustration,0.646,751.72,478.2,2270.2,2046.72
Maciet_142-2_043.jpg,illustration,0.587,774.1,2278.32,1833.47,3311.41
Maciet_142-2_043.jpg,illustration,0.558,2876.54,2238.98,3977.07,3322.97
Maciet_142-2_043.jpg,illustration,0.536,1938.21,2402.75,2777.62,3260.44
Maciet_142-2_044.jpg,illustration,0.78,1127.86,781.8,3798.32,3469.05
Maciet_142-2_045.jpg,illustration,0.542,2092.38,510.7,2845.41,1300.63
Maciet_142-2_045.jpg,illustration,0.537,3057.17,472.85,3825.18,1284.92
Maciet_142-2_045.jpg,illustration,0.556,1134.32,3984.51,2003.27,4889.68
Maciet_142-2_045.jpg,illustration,0.534,1119.26,540.73,1901.78,1331.94
Maciet_142-2_045.jpg,illustration,0.507,2164.01,2207.5,2895.26,2935.16
Maciet_142-2_045.jpg,illustration,0.491,1291.39,1722.84,2066.32,2516.43
Maciet_142-2_045.jpg,illustration,0.498,2959.8,1666.23,3756.36,2480.99
Maciet_142-2_045.jpg,illustration,0.474,2903.6,2721.72,3779.35,3593.98
Maciet_142-2_045.jpg,illustration,0.476,1323.88,2757.58,2177.46,3618.07
Maciet_142-2_046.jpg,illustration,0.516,1802.82,894.01,2871.45,1976.04
Maciet_142-2_046.jpg,illustration,0.467,2294.52,3108.81,3236.92,4044.91
Maciet_142-2_046.jpg,illustration,0.449,2300.27,4344.39,3233.41,5289.9
Maciet_142-2_046.jpg,illustration,0.442,3340.82,3120.0,4073.55,3864.92
Maciet_142-2_046.jpg,illustration,0.425,2049.01,2070.68,2627.69,2833.68
Maciet_142-2_046.jpg,illustration,0.468,1125.78,1139.98,1701.88,1706.26
Maciet_142-2_046.jpg,illustration,0.457,2971.71,1119.56,3548.48,1701.11
Maciet_142-2_046.jpg,illustration,0.441,1024.54,3130.54,1947.44,4027.47
Maciet_142-2_046.jpg,illustration,0.443,1042.28,4379.43,1969.15,5280.9
Maciet_142-2_046.jpg,illustration,0.412,1755.87,3836.35,2504.38,4572.71
Maciet_142-2_046.jpg,illustration,0.451,941.21,682.49,3746.13,3052.22
Maciet_142-2_047.jpg,illustration,0.495,1498.17,745.76,3108.22,2375.18
Maciet_142-2_047.jpg,illustration,0.468,1533.84,3291.58,3102.91,4824.46
Maciet_142-2_048.jpg,illustration,0.499,2688.09,441.46,3825.68,1615.83
Maciet_142-2_048.jpg,illustration,0.512,1002.39,474.34,2182.16,1680.42
Maciet_142-2_048.jpg,illustration,0.47,1001.96,1803.96,2166.98,2992.53
Maciet_142-2_048.jpg,illustration,0.448,2299.22,1886.64,3852.7,2907.58
Maciet_142-2_048.jpg,illustration,0.434,3104.75,2988.74,3872.2,3780.89
Maciet_142-2_048.jpg,illustration,0.405,3080.39,3873.01,3843.54,4577.61
Maciet_142-2_048.jpg,illustration,0.401,1198.28,2010.51,1994.1,2808.26
Maciet_142-2_049.jpg,illustration,0.425,1056.81,765.91,1835.21,1558.01
Maciet_142-2_049.jpg,illustration,0.434,1926.06,1238.57,2594.87,1920.53
Maciet_142-2_049.jpg,illustration,0.495,937.26,2900.98,3586.91,4685.37
Maciet_142-2_049.jpg,illustration,0.44,2716.54,3055.44,3410.35,3748.6
Maciet_142-2_049.jpg,illustration,0.421,1080.42,3023.29,1786.08,3725.72
Maciet_142-2_049.jpg,illustration,0.454,887.77,612.24,3646.54,2562.86
Maciet_142-2_049.jpg,illustration,0.426,2702.34,803.8,3477.64,1588.68
Maciet_142-2_049.jpg,illustration,0.406,1869.65,3407.46,2623.15,4137.14
Maciet_142-2_049.jpg,illustration,0.425,1073.68,1601.98,1841.65,2393.17
Maciet_142-2_049.jpg,illustration,0.411,2698.73,1640.54,3463.58,2424.42
Maciet_142-2_049.jpg,illustration,0.405,1078.6,3819.74,1779.55,4527.04
Maciet_142-2_049.jpg,illustration,0.407,2696.78,3832.53,3395.89,4509.79
Maciet_142-2_050.jpg,illustration,0.556,1532.19,603.21,3392.7,2330.79
Maciet_142-2_050.jpg,illustration,0.519,1707.71,3100.99,3028.46,4966.51
Maciet_142-2_051.jpg,illustration,0.497,1803.83,2277.59,2596.02,3141.72
Maciet_142-2_051.jpg,illustration,0.48,2695.23,2288.83,3449.02,3125.92
Maciet_142-2_051.jpg,illustration,0.477,1297.11,179.58,3329.83,2062.87
Maciet_142-2_051.jpg,illustration,0.452,944.29,2290.29,1696.75,3127.37
Maciet_142-2_051.jpg,illustration,0.474,1998.08,3272.1,3107.89,4984.13
Maciet_142-2_051.jpg,illustration,0.415,2442.71,577.8,3283.24,1428.8
Maciet_142-2_051.jpg,illustration,0.409,1333.14,576.1,2160.75,1421.41
Maciet_142-2_051.jpg,illustration,0.422,911.58,3229.63,1726.47,4088.43
Maciet_142-2_052.jpg,illustration,0.486,1826.34,3372.97,2687.9,4356.89
Maciet_142-2_052.jpg,illustration,0.493,935.09,670.75,1748.47,1532.9
Maciet_142-2_052.jpg,illustration,0.459,1878.25,733.37,2622.31,1509.34
Maciet_142-2_052.jpg,illustration,0.45,2752.72,677.03,3557.39,1539.03
Maciet_142-2_052.jpg,illustration,0.476,965.93,3087.38,1674.37,3791.01
Maciet_142-2_052.jpg,illustration,0.453,1858.43,1676.15,2636.16,2518.89
Maciet_142-2_052.jpg,illustration,0.465,922.75,1633.92,1760.68,2553.55
Maciet_142-2_052.jpg,illustration,0.448,2732.5,1634.3,3571.1,2552.78
Maciet_142-2_052.jpg,illustration,0.447,756.51,511.47,3755.32,2746.61
Maciet_142-2_052.jpg,illustration,0.443,2807.82,3930.72,3560.28,4672.51
Maciet_142-2_052.jpg,illustration,0.446,934.22,3921.48,1704.34,4693.34
Maciet_142-2_052.jpg,illustration,0.432,787.59,2921.66,3699.1,4833.07
Maciet_142-2_052.jpg,illustration,0.461,2843.42,3097.45,3545.09,3823.0
Maciet_142-2_053.jpg,illustration,0.468,936.47,2945.56,2911.84,3713.24
Maciet_142-2_053.jpg,illustration,0.609,942.39,656.39,3574.09,2106.26
Maciet_142-2_053.jpg,illustration,0.414,2990.84,2822.89,3566.4,3403.78
Maciet_142-2_054.jpg,illustration,0.658,1488.41,2653.54,3055.32,4811.21
Maciet_142-2_054.jpg,illustration,0.663,1214.17,529.93,3298.34,2318.6
Maciet_142-2_055.jpg,illustration,0.594,1022.1,494.38,2295.84,1773.41
Maciet_142-2_055.jpg,illustration,0.492,719.39,3569.35,1659.25,4520.79
Maciet_142-2_055.jpg,illustration,0.511,2350.79,638.8,3240.29,1550.7
Maciet_142-2_055.jpg,illustration,0.425,1815.7,3559.64,2725.86,4460.27
Maciet_142-2_055.jpg,illustration,0.581,1452.15,1797.69,2844.3,3189.99
Maciet_142-2_056.jpg,illustration,0.798,1138.59,573.14,3386.95,4084.08
Maciet_142-2_057.jpg,illustration,0.67,1040.83,528.84,3412.97,2221.97
Maciet_142-2_057.jpg,illustration,0.626,1418.05,2581.05,3086.25,4747.9
Maciet_142-2_058.jpg,illustration,0.5,2592.66,2564.8,3490.46,3509.07
Maciet_142-2_058.jpg,illustration,0.541,1211.64,3697.12,3426.69,5274.22
Maciet_142-2_058.jpg,illustration,0.439,1072.56,1525.87,2172.05,2622.96
Maciet_142-2_058.jpg,illustration,0.431,2681.66,343.59,3573.44,1298.39
Maciet_142-2_058.jpg,illustration,0.431,2617.27,331.72,3592.13,2302.7
Maciet_142-2_058.jpg,illustration,0.47,973.52,322.23,2212.9,2661.9
Maciet_142-2_058.jpg,illustration,0.411,2686.92,1414.82,3543.99,2286.56
Maciet_142-2_058.jpg,illustration,0.406,1089.77,380.07,2025.63,1354.0
Maciet_142-2_059.jpg,illustration,0.701,1773.97,2300.85,2964.69,3788.11
Maciet_142-2_059.jpg,illustration,0.656,1107.51,456.65,3515.23,2012.26
Maciet_142-2_060.jpg,illustration,0.784,431.47,1034.62,3879.93,4561.01
Maciet_142-2_061.jpg,illustration,0.724,1204.06,898.24,3535.0,4454.82
Maciet_142-2_062.jpg,illustration,0.695,1396.13,811.37,3199.49,2626.13
Maciet_142-2_062.jpg,illustration,0.538,1597.6,3019.21,3067.1,4483.42
Maciet_142-2_063.jpg,illustration,0.478,1059.28,1532.95,1963.42,2434.28
Maciet_142-2_063.jpg,illustration,0.464,1701.47,768.72,2729.16,1816.84
Maciet_142-2_063.jpg,illustration,0.466,937.97,2774.98,3490.15,4695.97
Maciet_142-2_063.jpg,illustration,0.455,1006.2,3428.49,2070.74,4467.85
Maciet_142-2_063.jpg,illustration,0.462,2506.21,1537.88,3365.19,2408.39
Maciet_142-2_063.jpg,illustration,0.403,2449.19,3380.61,3453.6,4402.47
Maciet_142-2_064.jpg,illustration,0.713,942.0,1337.32,3745.19,4114.6
Maciet_142-2_065.jpg,illustration,0.564,623.64,1921.57,2955.19,4441.33
Maciet_142-2_065.jpg,illustration,0.481,2004.88,3430.38,2914.67,4332.32
Maciet_142-2_065.jpg,illustration,0.484,1507.37,365.43,3234.35,1779.29
Maciet_142-2_065.jpg,illustration,0.48,2188.11,1946.56,2868.67,2647.0
Maciet_142-2_065.jpg,illustration,0.473,678.18,3447.81,1599.56,4385.6
Maciet_142-2_065.jpg,illustration,0.453,1191.39,2395.61,2362.86,3560.47
Maciet_142-2_065.jpg,illustration,0.467,633.82,1973.83,1284.16,2659.62
Maciet_142-2_066.jpg,illustration,0.463,721.8,486.21,1565.4,1345.77
Maciet_142-2_066.jpg,illustration,0.473,712.22,454.47,3079.46,3102.18
Maciet_142-2_066.jpg,illustration,0.456,1205.01,1173.75,2382.02,2351.96
Maciet_142-2_066.jpg,illustration,0.446,2045.31,482.09,2940.28,1384.08
Maciet_142-2_066.jpg,illustration,0.451,770.42,2190.5,1605.11,3031.92
Maciet_142-2_066.jpg,illustration,0.438,2106.23,2080.09,3047.25,3030.86
Maciet_142-2_066.jpg,illustration,0.414,1164.12,3605.7,2159.52,4851.72
Maciet_142-2_066.jpg,illustration,0.433,2581.07,3469.96,3391.97,4799.5
Maciet_142-2_067.jpg,illustration,0.431,1718.46,4208.61,2883.72,5443.15
Maciet_142-2_067.jpg,illustration,0.481,763.94,312.66,3921.36,2895.29
Maciet_142-2_067.jpg,illustration,0.408,2379.23,3059.66,3300.0,3969.98
Maciet_142-2_067.jpg,illustration,0.416,1077.18,3225.85,1852.21,3984.46
Maciet_142-2_067.jpg,illustration,0.449,1012.08,2962.28,3341.99,4154.04
Maciet_142-2_068.jpg,illustration,0.634,2204.15,1968.17,3636.37,3377.72
Maciet_142-2_068.jpg,illustration,0.598,911.94,314.64,2267.87,1669.15
Maciet_142-2_068.jpg,illustration,0.613,908.52,2160.05,2188.92,3434.07
Maciet_142-2_068.jpg,illustration,0.563,2283.49,312.85,3559.32,1620.87
Maciet_142-2_068.jpg,illustration,0.56,2426.71,4034.01,3572.37,5120.89
Maciet_142-2_068.jpg,illustration,0.519,924.76,3790.44,2394.1,5204.3
Maciet_142-2_069.jpg,illustration,0.516,920.46,600.86,2172.33,2004.2
Maciet_142-2_069.jpg,illustration,0.565,1344.77,2185.72,2206.88,3278.14
Maciet_142-2_069.jpg,illustration,0.458,2599.08,637.09,3529.8,1984.49
Maciet_142-2_069.jpg,illustration,0.408,2421.59,556.47,3650.91,2079.21
Maciet_142-2_069.jpg,illustration,0.489,2460.19,2246.99,3256.22,3283.15
Maciet_142-2_069.jpg,illustration,0.468,2603.72,3507.24,3336.0,4465.83
Maciet_142-2_069.jpg,illustration,0.485,1412.56,4195.45,2155.65,5187.47
Maciet_142-2_070.jpg,illustration,0.788,1323.97,928.38,2768.23,2829.53
Maciet_142-2_071.jpg,illustration,0.501,668.65,500.86,1466.13,3045.16
Maciet_142-2_071.jpg,illustration,0.508,1698.81,512.84,2434.17,3012.38
Maciet_142-2_071.jpg,illustration,0.464,1832.16,3297.04,2607.22,4385.98
Maciet_142-2_071.jpg,illustration,0.448,797.6,3331.79,1632.51,4452.17
Maciet_142-2_071.jpg,illustration,0.449,633.38,445.41,2508.42,3102.81
Maciet_142-2_072.jpg,illustration,0.574,2699.94,445.89,3942.57,1746.24
Maciet_142-2_072.jpg,illustration,0.519,436.37,537.9,1507.5,1753.44
Maciet_142-2_072.jpg,illustration,0.555,1585.28,2283.01,2606.92,3336.5
Maciet_142-2_072.jpg,illustration,0.555,546.72,2342.01,1506.21,3342.87
Maciet_142-2_072.jpg,illustration,0.478,396.59,476.63,2619.67,1958.64
Maciet_142-2_072.jpg,illustration,0.457,1557.25,718.31,2564.28,1799.36
Maciet_142-2_073.jpg,illustration,0.514,1044.16,2493.27,3101.44,5126.29
Maciet_142-2_073.jpg,illustration,0.436,879.91,583.17,1600.97,1311.81
Maciet_142-2_073.jpg,illustration,0.42,1655.82,1424.79,2512.17,2282.81
Maciet_142-2_073.jpg,illustration,0.403,1726.39,589.92,2437.48,1311.85
Maciet_142-2_073.jpg,illustration,0.454,771.74,501.84,3438.21,2358.6
Maciet_142-2_074.jpg,illustration,0.712,1479.64,1446.6,3241.49,4190.76
Maciet_142-2_075.jpg,illustration,0.543,1919.02,2033.57,2784.71,2903.92
Maciet_142-2_075.jpg,illustration,0.514,991.2,2629.32,2192.99,3821.49
Maciet_142-2_075.jpg,illustration,0.525,2257.62,4116.44,3290.6,5178.06
Maciet_142-2_075.jpg,illustration,0.526,1091.67,4125.7,2115.02,5163.87
Maciet_142-2_075.jpg,illustration,0.492,2445.34,2700.91,3581.69,3835.22
Maciet_142-2_075.jpg,illustration,0.405,2385.32,869.03,3401.09,1835.85
Maciet_142-2_075.jpg,illustration,0.402,1923.77,353.64,2681.69,1061.47
Maciet_142-2_076.jpg,illustration,0.638,951.95,793.5,3525.39,4467.18
Maciet_142-2_077.jpg,illustration,0.649,2314.32,485.52,3750.42,1976.8
Maciet_142-2_077.jpg,illustration,0.46,866.88,669.49,2034.15,1834.37
Maciet_142-2_077.jpg,illustration,0.559,2351.55,2521.83,3485.77,3653.69
Maciet_142-2_077.jpg,illustration,0.558,1071.08,2549.28,2210.37,3663.29
Maciet_142-2_077.jpg,illustration,0.41,770.7,616.65,2085.21,1956.51
Maciet_142-2_078.jpg,illustration,0.773,1106.14,1086.2,3379.26,4356.72
Maciet_142-2_079.jpg,illustration,0.642,579.8,944.41,1963.22,2755.11
Maciet_142-2_079.jpg,illustration,0.57,825.18,3435.97,2173.91,5112.75
Maciet_142-2_079.jpg,illustration,0.463,2380.56,738.06,3840.87,2553.32
Maciet_142-2_079.jpg,illustration,0.451,2447.86,3233.4,3803.7,4574.94
Maciet_142-2_080.jpg,illustration,0.635,857.97,652.35,3559.11,2546.05
Maciet_142-2_080.jpg,illustration,0.546,1115.71,2756.83,3369.81,4008.05
Maciet_142-2_080.jpg,illustration,0.476,3237.61,2627.52,3915.26,3856.82
Maciet_142-2_080.jpg,illustration,0.458,590.48,2659.23,1230.12,3915.18
Maciet_142-2_081.jpg,illustration,0.655,581.82,568.61,1660.25,1831.41
Maciet_142-2_081.jpg,illustration,0.42,420.69,228.5,4256.33,5598.37
Maciet_142-2_082.jpg,illustration,0.72,519.49,296.76,1938.67,2025.29
Maciet_142-2_083.jpg,illustration,0.492,606.47,400.16,1730.0,1709.51
Maciet_142-2_083.jpg,illustration,0.424,392.09,203.56,4212.1,5615.19
Maciet_142-2_084.jpg,illustration,0.758,1369.53,653.37,3124.09,2710.85
Maciet_142-2_085.jpg,illustration,0.762,1208.02,499.96,3042.1,2899.1
Maciet_142-2_086.jpg,illustration,0.585,2462.43,427.16,3788.91,1839.87
Maciet_142-2_086.jpg,illustration,0.558,2431.61,2092.36,3757.02,3286.55
Maciet_142-2_086.jpg,illustration,0.487,1018.26,646.98,2016.35,1670.99
Maciet_142-2_086.jpg,illustration,0.485,1029.13,3416.77,2148.94,4537.82
Maciet_142-2_086.jpg,illustration,0.46,1071.62,2003.96,2048.46,3248.22
Maciet_142-2_086.jpg,illustration,0.483,455.79,186.12,4252.18,5632.43
Maciet_142-2_086.jpg,illustration,0.435,1942.13,4625.47,2855.15,5283.7
Maciet_142-2_086.jpg,illustration,0.403,2408.23,3515.61,3741.15,4411.81
Maciet_142-2_087.jpg,illustration,0.499,917.57,675.17,1512.09,1650.12
Maciet_142-2_087.jpg,illustration,0.452,375.84,178.88,4192.27,5470.79
Maciet_142-2_088.jpg,illustration,0.468,342.62,122.65,4260.08,5625.1
Maciet_142-2_088.jpg,illustration,0.442,2488.62,2768.49,3612.47,4996.71
Maciet_142-2_088.jpg,illustration,0.41,1789.96,475.99,2741.75,2303.35
Maciet_142-2_088.jpg,illustration,0.454,798.08,2750.4,1989.74,4928.38
