,Lot_id,Sale_id,Lot,Description,Img_urls,Auteur,Url_lot,Maison_encheres,Id,Fichiers_img,error
10,28815432,164706,303,"THEODORE DECK : UNE PAIRE DE VASES LAMPE MOSQUÉE DE STYLE MAMLUK, 19ÈME SIÈCLE, FRANCE| | Hauteur : 35cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/164706/ad38aa04d999762e22e768b4bb79000d', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/164706/6af43e4d3dc2a48de1a1096adb9e899c', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/164706/6042b4c04d966acf07869dcb83b571f3', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/164706/7e5d36b730688e4f1130d82c3a78b49c', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/164706/b9456d4a4d012954c7acf18aca29c711']",Deck,https://www.gazette-drouot.com/lots/28815432-theodore-deck--3a-une-paire---,GazetteDrouot,GazetteDrouot_28815432,"['GazetteDrouot_28815432_01.jpg', 'GazetteDrouot_28815432_02.jpg', 'GazetteDrouot_28815432_03.jpg', 'GazetteDrouot_28815432_04.jpg', 'GazetteDrouot_28815432_05.jpg']",
11,28672778,164090,157,"Théodore DECK (1823-1891)|Grand plat rond en faïence.|Décor d'inspiration orientale polychrome de frises concentriques de rinceaux intercalés de palmettes fleuries, rosettes et centré d'une rosace.|Signé en rouge au revers.|Diam. : 47 cm.|Quelques défauts de matières et sauts d'émail en bordure.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=58/164090/6600ce35eababca3f2f09a952cac0ac2', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=58/164090/1b46c78943a5187e95c1a785b2f24a0d']",Deck,https://www.gazette-drouot.com/lots/28672778-theodore-deck-1823-1891--grand---,GazetteDrouot,GazetteDrouot_28672778,"['GazetteDrouot_28672778_01.jpg', 'GazetteDrouot_28672778_02.jpg']",
12,28654673,163942,155,"Théodore DECK (1823-1891)|Plat en faïence à décor émaillé dans le goût d'Iznik|Signé au revers|Diamètre : 30 cm|Légères usures, une égrenure","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=55/163942/3ac941b935f0ed1c6f86f7dafe70b8ea', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=55/163942/26db95d93ae95ddfd58749b184a1d17d', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=55/163942/28c9de744a174cacf3662ec48c6edf84', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=55/163942/39a30715f68a0c0e9eedfc429ca6b0ed', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=55/163942/db83cc3044a0ef15cab0c7e3a8a102de']",Deck,https://www.gazette-drouot.com/lots/28654673-theodore-deck-1823-1891--plat---,GazetteDrouot,GazetteDrouot_28654673,"['GazetteDrouot_28654673_01.jpg', 'GazetteDrouot_28654673_02.jpg', 'GazetteDrouot_28654673_03.jpg', 'GazetteDrouot_28654673_04.jpg', 'GazetteDrouot_28654673_05.jpg']",
13,28456215,162745,274,"DECK, Théodore (1823-1891) :|Vase balustre en céramique émaillée bleu turquoise, à décor de lewen et masques de taotie, le col orné de feuilles de bananier.|Marqué en creux sous couverte au revers.|Monture en bronze doré dans le gout chinois.|(Monté en lampe, fond percé pour l'électrification).|Hauteur totale : 70 cm.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=195/162745/38f1f3cc1b242a53ef39f00571e8678f', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=195/162745/392fb2d196bf477b4be1c4d0b6476171', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=195/162745/612dd4a6f8c5feb8e3f04f8775e2b766', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=195/162745/4ff44922dc4bc75b7578270dd013e8d0']",Deck,https://www.gazette-drouot.com/lots/28456215-deck-theodore-1823-1891----,GazetteDrouot,GazetteDrouot_28456215,"['GazetteDrouot_28456215_01.jpg', 'GazetteDrouot_28456215_02.jpg', 'GazetteDrouot_28456215_03.jpg', 'GazetteDrouot_28456215_04.jpg']",
14,28244394,162946,99,"THEODORE DECK : UN GRAND PLAT EN POTERIE DE STYLE IZNIK, 19E SIÈCLE, FRANCE| | Diamètre : 40cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/162946/90e1900b0214728e7450de392954f26e', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/162946/ea4a2448bdc7c397ffacd53709dda1b1']",Deck,https://www.gazette-drouot.com/lots/28244394-theodore-deck--3a-un-grand-plat---,GazetteDrouot,GazetteDrouot_28244394,"['GazetteDrouot_28244394_01.jpg', 'GazetteDrouot_28244394_02.jpg']",
15,28162309,162671,130,"JOSEPH-THÉODORE DECK (FRANÇAIS, 1823-1891) ; PAIRE DE VASES BALUSTRES DE STYLE IZNIK ; VERS 1870|JOSEPH-THÉODORE DECK (FRANÇAIS, 1823-1891)|UNE PAIRE DE VASES BALUSTRES DE STYLE IZNIK ; VERS 1870|Impression 'TH Deck' sur la face inférieure|26 cm de haut, 25 cm de large ||Provenance :|Acquis auprès de Haslam &amp; Whiteway, Londres, 2009","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=1682/162671/f8d3e450672ed662b1b9bf77f9c1cb34', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=1682/162671/6ac0a3fa45fa8cab1a89b82e2f6efd91', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=1682/162671/edc65e4e2892ea810844f0e768acfce8', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=1682/162671/84173aa5e8cda6a5f7372681b7bfa629']",Deck,https://www.gazette-drouot.com/lots/28162309-joseph-theodore-deck-francais----,GazetteDrouot,GazetteDrouot_28162309,"['GazetteDrouot_28162309_01.jpg', 'GazetteDrouot_28162309_02.jpg', 'GazetteDrouot_28162309_03.jpg', 'GazetteDrouot_28162309_04.jpg']",
16,27746817,160365,149,"Théodore DECK (1823 - 1891) attribué à. |Bassin en faïence émaillée bleu à décor de motifs iznik.|H : 12 cm, D : 24,5 cm.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/27fa5464d86dd9c728c2abe3d9fed5eb', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/74c3382536790d336a420eb81ec2a885', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/428d2561ff4727b38106a55e9bb9d297', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/fcf64d28e13b34e23632416684d22ad5', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/d5849cc2ad4f313ea3ccd23dfdcbaeb3', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/c4c96ba98c533a8c35298e15057448fd', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/36e341d0741f1a98245d7f06e97b9639', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/e3eee33346c60af18fb1fa41ef7ff801', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/081479ee5a921c176c0c9c2570b2d606', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=458/160365/f6cfc781c76d75c5b35356f6ef2d40b5']",Deck,https://www.gazette-drouot.com/lots/27746817-theodore-deck-1823-1891----,GazetteDrouot,GazetteDrouot_27746817,"['GazetteDrouot_27746817_01.jpg', 'GazetteDrouot_27746817_02.jpg', 'GazetteDrouot_27746817_03.jpg', 'GazetteDrouot_27746817_04.jpg', 'GazetteDrouot_27746817_05.jpg', 'GazetteDrouot_27746817_06.jpg', 'GazetteDrouot_27746817_07.jpg', 'GazetteDrouot_27746817_08.jpg', 'GazetteDrouot_27746817_09.jpg', 'GazetteDrouot_27746817_10.jpg']",
17,27466878,159996,199,"THEODORE DECK : UN VASE À GLAÇURE TURQUOISE DE STYLE IZNIK, 19E SIÈCLE, FRANCE| | Hauteur : 48cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/159996/39e3cf0fb3eb2b164c71ceb0efffc31a', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/159996/753629f78cf6438dea5df28a17b4c936', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/159996/39a3b13031a9c9d9ef223e141c0cf82d', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2264/159996/aba66773150c3b7ae6c218976f2b6934']",Deck,https://www.gazette-drouot.com/lots/27466878-theodore-deck--3a-un-vase-a---,GazetteDrouot,GazetteDrouot_27466878,"['GazetteDrouot_27466878_01.jpg', 'GazetteDrouot_27466878_02.jpg', 'GazetteDrouot_27466878_03.jpg', 'GazetteDrouot_27466878_04.jpg']",
18,26413494,156811,161,"COUPE DE FAIENCE DE MODE ISLAMIQUE FRANCAISE DU 19e SIÈCLE par Theodore Deck, décorée en relief de feuillages et d'écritures, sur une base en bronze. 18 cm x 17 cm. Note : Joseph-Théodore Deck (2 janvier 1823 - 15 mai 1891) était un potier français du 19ème siècle, une figure importante de la poterie d'art de la fin du 19ème siècle. Né à Guebwiller, dans le Haut-Rhin, il commence à apprendre le métier à l'âge de 20 ans et s'installe à Paris à l'âge de 24 ans. En 1856, il crée son propre atelier de faïence, Joseph-Théodore Deck Ceramique Française, et commence à expérimenter des styles issus de la poterie islamique, en particulier le style Iznik.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/62ed68b3267cdd0d29dcb10425714326', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/9ddfe568a887b997e84b31fd2926d4d6', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/07ed875f7825346f74257c4c76b065f2', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/40e239ad8faf8869c47fe0fffe062e08', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/0f2f3751c186d6747e80cbc10dd57456', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/5e76f4c037803b62bacd5485ba7f8cdd', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2899/156811/b6999a0997b9b4802bbf5245d8370996']",Deck,https://www.gazette-drouot.com/lots/26413494-coupe-de-faience-de-mode-islamique---,GazetteDrouot,GazetteDrouot_26413494,"['GazetteDrouot_26413494_01.jpg', 'GazetteDrouot_26413494_02.jpg', 'GazetteDrouot_26413494_03.jpg', 'GazetteDrouot_26413494_04.jpg', 'GazetteDrouot_26413494_05.jpg', 'GazetteDrouot_26413494_06.jpg', 'GazetteDrouot_26413494_07.jpg']",
19,26114372,155626,774,Théodore DECK (1823-1891)|Plat|En faïence à décor de fleurs dans le goût d'Iznik|Signé du cachet au verso|Diam. : 30 cm,"['https://cdn.drouot.com/d/image/lot?size=fullHD&path=256/155626/63a2d780cd7ba40eb69568db65fdb176', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=256/155626/58915d3d7ef1303209c4f812a39e00bb']",Deck,https://www.gazette-drouot.com/lots/26114372-theodore-deck-1823-1891--plat-en---,GazetteDrouot,GazetteDrouot_26114372,"['GazetteDrouot_26114372_01.jpg', 'GazetteDrouot_26114372_02.jpg']",
20,25928355,154893,83,"Theodore Deck (1823-1891) Ceramic Islamic Bowl|19e siècle Émail bleu, bords recouverts d'inscriptions et de motifs islamiques, signé par T.D. Theodere Bol en céramique à découper 25x12 cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/0299b32790c5104854915a129f01573b', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/b4c7106d00594c1abc44f4cc0e754e46', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/156bbd0f9b442028ff5071a5c579f36d', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/88a80c36525dfa125c70402314e304a8', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/23f5ce8d29f08f5164108f5060362de0', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/b545c87228d9cc025939f46eff1d8394', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2738/154893/ec0c51712c8c4395b79a271f4d8f4c04']",Deck,https://www.gazette-drouot.com/lots/25928355-theodore-deck-1823-1891----,GazetteDrouot,GazetteDrouot_25928355,"['GazetteDrouot_25928355_01.jpg', 'GazetteDrouot_25928355_02.jpg', 'GazetteDrouot_25928355_03.jpg', 'GazetteDrouot_25928355_04.jpg', 'GazetteDrouot_25928355_05.jpg', 'GazetteDrouot_25928355_06.jpg', 'GazetteDrouot_25928355_07.jpg']",
21,25570201,153920,252,"Grand vase sur pied Theodore Deck Iznik, peint de fleurs et de feuillages persans en couleurs sur fond turquoise, |non signé, restauration professionnelle, 35,5 cm de haut.",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=431/153920/3eaa3cb503d9b581c12949ab1c75e043'],Deck,https://www.gazette-drouot.com/lots/25570201-grand-vase-sur-pied-theodore---,GazetteDrouot,GazetteDrouot_25570201,['GazetteDrouot_25570201_01.jpg'],
22,25700639,151287,151,"Dans le goût de Théodore DECK (1823-1891)|Vase amphore dit ""aux gazelles"" en céramique aux reflets métalliques à décor orientaliste ""Alhambra""|Reposant sur un piétement tripode en métal patiné|Hauteur totale : 60 cm|Petits éclats","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=96/151287/1a7b915023befb6fb8559637a4c29a31', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=96/151287/385752e807b6f241bdbf5c0f619ed962']",Deck,https://www.gazette-drouot.com/lots/25700639-dans-le-gout-de-theodore-deck---,GazetteDrouot,GazetteDrouot_25700639,"['GazetteDrouot_25700639_01.jpg', 'GazetteDrouot_25700639_02.jpg']",
23,25485130,153508,1315,"Plat en porcelaine à décor Iznik, signé Théodore Deck (Ø30cm)",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=503/153508/b1921099710147fb1d3965fcfccc0821'],Deck,https://www.gazette-drouot.com/lots/25485130-plat-en-porcelaine-a-decor---,GazetteDrouot,GazetteDrouot_25485130,['GazetteDrouot_25485130_01.jpg'],
24,25133065,152480,54,"Théodore DECK (1823-1891). |Plat circulaire en faïence émaillée dans les tons verts, bleus et manganèse à décor de fleurs dans le goût des faïences d'Iznik. |Cachet au revers. |Diam. : 30 cm ||Un modèle comparable conservé au Musée des Arts décoratifs Chateau Borely à Marseille référencé sous le numéro d'inventaire GF4238.","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2382/152480/c4af8ee849c5a93cf713dd91a8ba20f9', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2382/152480/06020c6eee06e1207456ae25fffea978', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2382/152480/58268da84a0d1fd8190cdfd34e9a2ca1', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2382/152480/f36f453c0b9dd21ea62c8ced4ef0b8ce', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2382/152480/c38e3fa39613359a0a0cbe2b110c8102']",Deck,https://www.gazette-drouot.com/lots/25133065-theodore-deck-1823-1891-----,GazetteDrouot,GazetteDrouot_25133065,"['GazetteDrouot_25133065_01.jpg', 'GazetteDrouot_25133065_02.jpg', 'GazetteDrouot_25133065_03.jpg', 'GazetteDrouot_25133065_04.jpg', 'GazetteDrouot_25133065_05.jpg']",
25,25187312,152659,154,"THÉODORE DECK (1823-1891)|PLAT CIRCULAIRE DANS LE STYLE D’IZNIK|en faïence fine, émaux bleu de cobalt, vert, turquoise et rouge, à décor en léger relief, d'une composition florale animée de jacinthes et églantines. Frise de demi-rosettes sur le marli. Marque au revers peinte en rouge, en creux ""TH. DECK"" et ancienne étiquette de collection “Rörftrands Samling n° 16"".|France, vers 1860-1880.|AN IZNIK STYLE CERAMIC DISH BY THEODORE DECK, MARKED, FRANCE, CA. 1860-1880.|DIAM. 30 CM (11 13/16 IN.)","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/152659/086c17a453ffbef75d586a0495ac6c22', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=63/152659/a6105867cd09a1cddf0ad00d05c22795']",Deck,https://www.gazette-drouot.com/lots/25187312-theodore-deck-1823-1891--plat---,GazetteDrouot,GazetteDrouot_25187312,"['GazetteDrouot_25187312_01.jpg', 'GazetteDrouot_25187312_02.jpg']",
26,25144170,152516,94,"Théodore DECK (1823-1891)|VASE en forme de LAMPE de MOSQUEE |Le décor sur trois registres de rinceaux de végétaux et motifs épigraphiques en ""tuluth""|Céramique émaillée |Signature en creux sous la base |H. 34,5 cm","['https://cdn.drouot.com/d/image/lot?size=fullHD&path=2140/152516/9d34c12e7f0abc71721ea58ddcee5e28', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2140/152516/57d85b088851877f8bd2b6e21d265000', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2140/152516/9bc2c433cfd5fef777760205a6760f7f', 'https://cdn.drouot.com/d/image/lot?size=fullHD&path=2140/152516/46db3b9580af7d0d9747accc7fdf4b92']",Deck,https://www.gazette-drouot.com/lots/25144170-theodore-deck-1823-1891--vase---,GazetteDrouot,GazetteDrouot_25144170,"['GazetteDrouot_25144170_01.jpg', 'GazetteDrouot_25144170_02.jpg', 'GazetteDrouot_25144170_03.jpg', 'GazetteDrouot_25144170_04.jpg']",
27,24952851,152040,117,"Théodore DECK (1823-1891)|Paire de lampes de forme balustre en céramique émaillée blanche et bleue à décor d'Iznik , base en bronze doré à décor ajouré.|Monogrammées|Monture marquée Gaigneau.|Vers 1880-1890.|H totale: 71 cm - H sans les verres : 52 cm ( Joint deux globes en verres à godrons)",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=75/152040/59d6308a3df36f425498e142d7e92abb'],Deck,https://www.gazette-drouot.com/lots/24952851-theodore-deck-1823-1891--paire---,GazetteDrouot,GazetteDrouot_24952851,['GazetteDrouot_24952851_01.jpg'],
28,24666714,151065,30,"Theodore DECK (1823 - 1891)|Lampe en faïence émaillée blanche à décor izniq émaillée bleu .|Signées ""Th.Deck"".|Monture en laiton.|H : 34  cm||A white enamelled earthenware lamp by Théodore Deck with a blue enamelled izniq decor. Signed ""Th.Deck"". Brass mount.|H : 13,38 inch",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/151065/fab2630b4cfd50ea7e4f4b2db33747d7'],Deck,https://www.gazette-drouot.com/lots/24666714-theodore-deck-1823-1891--lampe---,GazetteDrouot,GazetteDrouot_24666714,['GazetteDrouot_24666714_01.jpg'],
29,24666712,151065,28,"Theodore DECK (1823 - 1891)|Cache pot en faïence émaillée blanche décor de motifs floraux stylisés bleu.|Signé ""ThD"" sous la base.|H : 19 cm|(légers éclats)||An white enamelled earthenware planter by Théodore Deck with a blue enamelled decor of stylized flowers patterns. |Signed ""Th.Deck"" under the base.|H : 7,48 inch|(slight chips)",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/151065/fa907bf23a7421cd23c8f6552dc9d592'],Deck,https://www.gazette-drouot.com/lots/24666712-theodore-deck-1823-1891--cache---,GazetteDrouot,GazetteDrouot_24666712,['GazetteDrouot_24666712_01.jpg'],
30,24124810,149142,18,"Théodore DECK (1823 - 1891)|Paire de cache-pot en faïence d'inspiration persane à décor émaillé polychrome de calligraphies et de frises de fleurettes ou à décors géométriques.|Signés en creux ""Th.Deck."", sous les bases.|H : 10,5 cm, D : 19 cm|(éclats, fêle et  manques d'émail)||A pair of persian inspired earthenware planters designed by Théodore Deck with a polychromatic enamelled decor of calligraphies and flowers an geometrical patterns friezes.|Signed ""Th.Deck."" under the bases.|H : 4,13 inch, D : 7,48 inch|(chips and lacks of enamel)|Bibliographie : |- Art et Industrie, 1912, modèle similaire reproduit au sein d'une photographie d'ensemble de ""Pièces Diverses appartenant à MM.Zeller Guebwiller"".",['https://cdn.drouot.com/d/image/lot?size=fullHD&path=61/149142/e82fd8a6a59a55110b6481f21466af3a'],Deck,https://www.gazette-drouot.com/lots/24124810-theodore-deck-1823-1891--paire---,GazetteDrouot,GazetteDrouot_24124810,['GazetteDrouot_24124810_01.jpg'],
